url,domain,label,timestamp,source,age_bucket,whois_success,whois_registration_date,whois_expiry_date,whois_registrar_country,dns_a_record_count,dns_mx_record_present,dns_ns_record_count,dns_success,ssl_present,ssl_not_before,ssl_certificate_age_days,ssl_error,whois_error
https://healthsprings.docis.io/signature-image/booke/swiz.php,docis.io,1,2023-12-23 15:24:46,PhishTank,old_submission,1,2020-05-12 15:56:38+00:00,2027-05-12 15:56:38+00:00,,1,1,2,1,1,2026-07-25 18:23:47+00:00,9.0,,
https://www.dropbox.com/scl/fi/it2l8psq4ltmmhemdxwz3/Welcome-to-BT-Broadband-Service.paper?rlkey=re016i08k00q7nojbmyfk3xdv&dl=0,dropbox.com,1,2024-07-25 13:34:48,PhishTank,old_submission,1,1995-06-28 04:00:00+00:00,2027-06-27 04:00:00+00:00,US,1,1,4,1,1,2026-03-30 00:00:00+00:00,127.0,,
https://llgrayco.wixsite.com/my-site,wixsite.com,1,2023-07-17 22:01:54,PhishTank,old_submission,1,2012-05-08 23:35:02+00:00,2028-05-08 23:35:02+00:00,US,0,0,4,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://orsotoscani6ito.blogspot.com/,blogspot.com,1,2023-12-27 15:06:22,PhishTank,old_submission,1,2000-07-31 21:38:58+00:00,2027-07-31 21:38:58+00:00,US,1,0,4,1,1,2026-06-29 08:39:07+00:00,36.0,,
https://xn----8sbenebo4al1d2aq.xn--p1ai/,xn----8sbenebo4al1d2aq.xn--p1ai,1,2023-03-14 01:28:59,PhishTank,old_submission,0,,,,1,0,4,1,1,2026-07-16 08:53:35+00:00,19.0,,Whois command returned no output
https://hg8878.craftum.io/page2,craftum.io,1,2024-03-29 22:22:17,PhishTank,old_submission,1,2021-04-07 10:53:29+00:00,2027-04-07 10:53:29+00:00,,1,1,2,1,1,2025-11-17 06:20:04+00:00,260.0,,
http://www.used-minnesota-classifieds.com/,used-minnesota-classifieds.com,1,2023-05-21 01:46:51,PhishTank,old_submission,1,2011-02-22 16:16:46+00:00,2027-02-22 16:16:46+00:00,US,1,0,2,1,1,2026-06-30 17:47:54+00:00,34.0,,
http://43.156.0.130/v3/signin/identifier?dsh=S536876283%3A1679130036497906&amp%3Bfollowup=https%3A%2F%2Faccounts.google.com%2F&amp%3Bifkv=AWnogHfrcMjMJOA5-x4JjU2A_H62FL5Ipip8qUn0FfsVqhu1vrUBPxBl4JpnqCjPGKNrTfaShVnNJQ&amp%3Bpassive=1209600&continue=https%3A%2F%2Faccounts.google.com%2F&flowName=WebLiteSignIn&flowEntry=ServiceLogin&ifkv=AWnogHc4PeFX33yvdiAFBtaL-JBAffuk5JoQQy_Mh2pwQ3Vm2WZDrUszOnx40Wo5cx_v0Tn-km5KAw,43.156.0.130,1,2023-03-18 09:00:36,PhishTank,old_submission,0,,,,0,0,0,0,1,2022-10-20 00:00:00+00:00,1384.0,,
https://resume.io/r/jnx8KjZqP,resume.io,1,2024-03-01 10:53:29,PhishTank,old_submission,1,2010-01-28 04:56:56+00:00,2027-01-28 04:56:56+00:00,,4,1,4,1,1,2026-03-19 00:00:00+00:00,138.0,,
https://secubanrural.webcindario.com/,webcindario.com,1,2023-09-10 03:07:03,PhishTank,old_submission,1,2001-02-28 12:45:04+00:00,2030-02-28 12:45:04+00:00,ES,1,1,4,1,1,2026-05-19 14:25:13+00:00,77.0,,
http://www.gouv-url.com/reglement,gouv-url.com,1,2024-08-02 14:37:11,PhishTank,old_submission,1,2024-06-07 11:59:48+00:00,2027-06-07 11:59:48+00:00,NL,1,0,3,1,0,,,[SSL: UNEXPECTED_EOF_WHILE_READING] EOF occurred in violation of protocol (_ssl.c:1082),
https://www.flowcode.com/page/barshm0,flowcode.com,1,2023-11-13 18:00:49,PhishTank,old_submission,1,2010-06-16 18:30:30+00:00,2027-06-16 18:30:30+00:00,US,2,1,2,1,1,2026-07-16 02:44:52+00:00,19.0,,
http://samsclubcreit.com,samsclubcreit.com,1,2023-04-12 18:11:43,PhishTank,old_submission,1,2005-10-21 18:43:10+00:00,2026-10-21 18:43:10+00:00,,1,1,2,1,1,2026-07-08 09:49:50+00:00,27.0,,
https://rasklomdtryct.xyz/?secure_connect=fm21f&_subid=3sg1un4.a0.28l78&_token=3nu9lmn3ctemsf.1783895752.9.c80eacd27936aeeaa590d89c49c6e17b,rasklomdtryct.xyz,1,2026-07-12 01:58:33,PhishTank,recent_submission,1,2026-06-23 19:50:55+00:00,2027-06-23 23:59:59+00:00,SC,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://registro-digital-akjm-2026.cr-web.workers.dev,workers.dev,1,2026-07-17 15:28:09,PhishTank,recent_submission,0,,,,2,0,2,1,1,2026-07-04 04:06:32+00:00,31.0,,
http://world-dobraya-raduga.shop/id=5162802847,world-dobraya-raduga.shop,1,2026-08-02 19:44:14,PhishTank,recent_submission,0,,,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://item.ehay.com.login.secures-wr8wsvzt.construccionesjlfabririssas.com/,construccionesjlfabririssas.com,1,2026-07-31 18:04:59,PhishTank,recent_submission,1,2022-09-22 20:20:21+00:00,2026-09-22 20:20:21+00:00,CO,1,1,2,1,1,2026-07-07 17:31:22+00:00,27.0,,
https://web3-exoduos.wixstudio.com/en-us,wixstudio.com,1,2026-07-13 13:12:08,PhishTank,recent_submission,1,2016-12-17 19:23:35+00:00,2027-12-17 19:23:35+00:00,US,1,1,4,1,1,2026-06-24 11:20:53+00:00,41.0,,
https://loja-2026-4.myshopify.com/products/freezer-horizontal-electrolux-513l-inverter-uma-porta-hi550-cor-branco?utm_source=organic&amp;amp;utm_campaign=&amp;amp;utm_medium=&amp;amp;utm_content=&amp;amp;utm_term=,myshopify.com,1,2026-07-16 14:52:26,PhishTank,recent_submission,1,2006-03-03 03:01:37+00:00,2028-03-03 03:01:37+00:00,CA,1,0,3,1,1,2026-07-08 15:01:36+00:00,27.0,,
https://sp12ct-holrek-biz-pranik-keldar.pages.dev/,pages.dev,1,2026-08-02 18:58:34,PhishTank,recent_submission,0,,,,2,0,2,1,1,2026-07-21 09:32:53+00:00,14.0,,
https://helpdeskpilot.onrender.com/,onrender.com,1,2026-07-19 03:09:12,PhishTank,recent_submission,1,2015-03-28 01:20:58+00:00,2027-03-28 01:20:58+00:00,US,1,0,4,1,1,2026-06-24 19:14:06+00:00,40.0,,
https://truvista-bizpage.webflow.io/,webflow.io,1,2026-07-29 20:39:47,PhishTank,recent_submission,1,2013-05-08 02:20:57+00:00,2028-05-08 02:20:57+00:00,,3,1,2,1,1,2026-07-31 00:00:00+00:00,4.0,,
https://moncolis.org/antibot/captcha.php,moncolis.org,1,2026-07-08 21:59:03,PhishTank,recent_submission,1,2026-07-01 18:43:42+00:00,2027-07-01 18:43:42+00:00,US,1,0,2,1,1,2026-07-02 08:16:20+00:00,33.0,,
https://api.xn--registre-societes-franaise-dkc.fr/api/create-checkout?code=M025H8&amp;edited=1&amp;denomination=MAISON+ETE&amp;nom=BESSO&amp;prenom=FRANCETTE&amp;activite=LOCATION+MEUBLE+A+VALRAS+PLAGE&amp;adresse=6+RUE+de+la+Paix&amp;code_postal=65320&amp;ville=Bord%C3%A8res-sur-l%27%C3%89chez,xn--registre-societes-franaise-dkc.fr,1,2026-07-10 19:25:14,PhishTank,recent_submission,1,2026-06-10 13:39:42.145085+00:00,2027-06-10 13:39:42.127679+00:00,,2,0,2,1,1,2026-06-10 13:13:25+00:00,55.0,,
http://allegrolokalnie.pl-m8s8f.click,pl-m8s8f.click,1,2026-07-27 01:23:27,PhishTank,recent_submission,1,2026-07-26 15:58:44.161000+00:00,2027-07-26 15:58:44.161000+00:00,US,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://allegrolokalnie.pl-109607.icu/oferta/przyczepka-samochodowa-lekka-750kg-dmc/68955,pl-109607.icu,1,2026-07-13 19:16:23,PhishTank,recent_submission,1,2026-07-13 17:09:46+00:00,2027-07-13 23:59:59+00:00,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://bt-home-107437fvg.weeblysite.com/,weeblysite.com,1,2026-08-03 03:43:07,PhishTank,recent_submission,1,2012-12-19 04:07:22+00:00,2027-12-19 04:07:22+00:00,US,2,0,4,1,1,2026-06-08 03:34:45+00:00,57.0,,
https://portalclientesbac.help/pa,portalclientesbac.help,1,2026-07-10 18:46:19,PhishTank,recent_submission,1,2026-06-25 01:06:02+00:00,2027-06-25 23:59:59+00:00,,1,0,2,1,0,,,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1082),
https://njj.standard.us-east-1.oortstorages.com/fitsal.sf?eta=salalsys@e35dadbb9bd4cc44649f33a61962af8dccc7.org,oortstorages.com,1,2026-07-12 17:48:19,PhishTank,recent_submission,1,2025-03-11 14:20:35+00:00,2027-03-11 14:20:35+00:00,US,2,0,2,1,1,2026-07-07 04:30:27+00:00,28.0,,
https://rejmnail.weebly.com/,weebly.com,1,2026-07-30 14:02:23,PhishTank,recent_submission,1,2006-03-29 00:25:07+00:00,2027-03-28 23:25:07+00:00,US,2,1,4,1,1,2026-06-10 20:33:05+00:00,54.0,,
http://allegrolokalnie.pl-92626l391637oferta82626176373.sbs,pl-92626l391637oferta82626176373.sbs,1,2026-07-09 21:37:05,PhishTank,recent_submission,1,2026-07-07 11:14:32+00:00,2027-07-07 23:59:59+00:00,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://glamorous-peach-ox.31-22-7-7.cpanel.site/ox/,cpanel.site,1,2026-07-16 09:27:58,PhishTank,recent_submission,1,2024-09-05 01:23:17+00:00,2028-09-05 23:59:59+00:00,US,0,0,3,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://kleinanzeigen.015id.com/70848194?mail=W1BPTFlBXQ==&meta=rlWjMKWwLJ50LJqyVwb1YPWhLJ1yVwbvKUIxBQAwKUIxMwZ4VSOioUyuVR1unJkypvVfVzAbLKEsnJDvBv0kZQNmBGH4ZQxmAGp1YPWmMKW2nJAyVwbvn2kynJ5uoacynJqyovVfVaE5pTHvBvWjo2k5LI9gLJyfMKVvsD==,015id.com,1,2026-07-19 14:45:40,PhishTank,recent_submission,1,2026-07-18 11:34:58+00:00,2027-07-18 11:34:58+00:00,,2,0,2,1,1,2026-07-18 10:37:40+00:00,17.0,,
https://davecowan.com/home/ionos/com/,davecowan.com,1,2026-07-11 20:57:21,PhishTank,recent_submission,1,2000-03-02 20:19:10+00:00,2027-03-02 20:19:10+00:00,US,1,1,2,1,1,2026-06-26 02:39:38+00:00,39.0,,
http://allegrolokalnie.pl-oferta27923949.click,pl-oferta27923949.click,1,2026-07-18 23:54:56,PhishTank,recent_submission,1,2026-07-18 15:57:35.719000+00:00,2027-07-18 15:57:35.719000+00:00,US,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://prime-acces.ddns.net/captcha,ddns.net,1,2026-08-02 13:03:29,PhishTank,recent_submission,1,2001-06-28 16:04:59+00:00,2027-06-28 16:04:59+00:00,US,1,1,5,1,0,,,timed out,
https://klelnanzeigen-deutch.bellaslechon.com/JggUoRB9VI?m=12,bellaslechon.com,1,2026-07-20 20:33:51,PhishTank,recent_submission,1,2011-07-28 21:09:52+00:00,2027-07-28 21:09:52+00:00,DE,1,0,0,1,0,,,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1082),
http://eventchecker-ym.netlify.app,netlify.app,1,2026-07-17 01:38:02,PhishTank,recent_submission,0,,,,2,0,4,1,1,2026-02-16 00:00:00+00:00,169.0,,
http://allegro-lokalnie.459923t3gk67.top/,459923t3gk67.top,1,2026-07-08 09:10:34,PhishTank,recent_submission,1,2026-07-07 19:21:54+00:00,2027-07-07 19:21:54+00:00,LV,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
http://devemalaine.lovestoblog.com/dfs.html,lovestoblog.com,1,2026-07-30 11:30:04,PhishTank,recent_submission,1,2020-08-13 20:21:26+00:00,2027-08-13 20:21:26+00:00,IS,1,1,7,1,1,2026-07-28 04:44:11+00:00,7.0,,
https://158-158-1-61.cprapid.com/pl/update.php,cprapid.com,1,2026-07-30 14:29:16,PhishTank,recent_submission,1,2019-05-16 21:16:20+00:00,2030-05-16 21:16:20+00:00,US,0,0,3,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://allegrolokalnie.pl-oferta71028169.shop,pl-oferta71028169.shop,1,2026-07-06 17:48:42,PhishTank,recent_submission,0,,,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://headfire.pt/rack/,headfire.pt,1,2026-07-17 09:48:39,PhishTank,recent_submission,0,,,,2,1,2,1,1,2026-08-02 21:25:51+00:00,1.0,,
https://ku12329.com/,ku12329.com,1,2026-07-11 02:39:32,PhishTank,recent_submission,1,2025-09-15 00:05:11+00:00,2026-09-15 00:05:11+00:00,JP,1,0,0,1,1,2026-07-10 10:44:11+00:00,25.0,,
https://restauramariana.com.br/co/PPP2.HTML,restauramariana.com.br,1,2026-08-02 19:46:35,PhishTank,recent_submission,1,2025-08-01 00:00:00+00:00,2026-08-01 00:00:00+00:00,,2,1,2,1,1,2026-07-15 04:16:30+00:00,20.0,,
https://www.macle-numerique.com/,macle-numerique.com,1,2026-07-06 04:31:29,PhishTank,recent_submission,1,2026-07-05 21:06:16+00:00,2027-07-05 21:06:16+00:00,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://bienestareconomicopichincha2026.zya.me/,zya.me,1,2026-07-27 00:42:39,PhishTank,recent_submission,1,2021-09-01 17:30:39+00:00,2026-09-01 17:30:39+00:00,,1,0,7,1,1,2026-06-10 04:39:05+00:00,55.0,,
http://allegrolokalnie.lokalna-043289.shop,lokalna-043289.shop,1,2026-07-23 23:56:41,PhishTank,recent_submission,0,,,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
http://surl.li/yzfcqy,surl.li,1,2026-07-23 12:55:10,PhishTank,recent_submission,0,,,,2,1,2,1,1,2026-07-06 05:14:11+00:00,29.0,,
https://www.wanpptv.com/17144659-9824-d0ac-1d3a-cb64d2570024/❆₪≌✈↕◐☀↮=jiridcj,wanpptv.com,1,2026-07-26 14:41:23,PhishTank,recent_submission,1,2022-07-26 18:29:35+00:00,2027-07-26 18:29:35+00:00,US,1,0,0,1,0,,,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1082),
https://umbrellaparking-new.eu.cc/es,eu.cc,1,2026-07-31 18:06:45,PhishTank,recent_submission,1,1997-10-13 04:00:00+00:00,2031-03-26 04:00:00+00:00,KY,1,0,0,1,0,,,[SSL: WRONG_VERSION_NUMBER] wrong version number (_ssl.c:1082),
https://efectivopuntosbac.help/pa,efectivopuntosbac.help,1,2026-07-29 18:47:10,PhishTank,recent_submission,1,2026-07-28 02:36:52+00:00,2027-07-28 23:59:59+00:00,US,1,0,2,1,0,,,[SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1082),
https://suite-app-trozrre-eng.typedream.app/,typedream.app,1,2026-07-26 04:00:55,PhishTank,recent_submission,0,,,,1,0,2,1,1,2026-07-01 05:24:31+00:00,34.0,,
https://allegrolokalnie.lokalne-ofety5153.click/oferta/konsola-sony-playstation-5-pro-2tb-digital-edition-nowa-cfi-7021/358316729,lokalne-ofety5153.click,1,2026-07-11 06:16:26,PhishTank,recent_submission,1,2026-07-10 19:27:12.740000+00:00,2027-07-10 19:27:12.740000+00:00,US,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
http://allegrolokalnie.pl-oferta23921814.com,pl-oferta23921814.com,1,2026-07-23 21:54:40,PhishTank,recent_submission,1,2026-07-23 17:24:29+00:00,2027-07-23 17:24:29+00:00,US,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://odd-midnight-906700.framer.app/,framer.app,1,2026-07-14 15:28:32,PhishTank,recent_submission,0,,,,4,0,4,1,1,2025-11-25 00:00:00+00:00,252.0,,
http://5391009619.dojiner.at,dojiner.at,1,2026-07-31 18:08:50,PhishTank,recent_submission,0,,,,2,0,2,1,1,2026-06-14 03:11:45+00:00,51.0,,
https://bradesco.chaveoficial.com,chaveoficial.com,1,2026-07-09 15:00:31,PhishTank,recent_submission,1,2026-06-25 14:39:56+00:00,2027-06-25 14:39:56+00:00,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://allegro-lokalnie.123210.shop/,123210.shop,1,2026-07-15 20:57:22,PhishTank,recent_submission,0,,,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
http://allegrolokalnie.pl-ogloszenie5924892137.click,pl-ogloszenie5924892137.click,1,2026-08-01 08:53:24,PhishTank,recent_submission,1,2026-03-31 20:36:26.713000+00:00,2027-03-31 20:36:26.713000+00:00,US,0,0,2,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://asdxkwqkexjqwx123x1.cfd/,asdxkwqkexjqwx123x1.cfd,1,2026-07-08 00:27:39,PhishTank,recent_submission,1,2026-06-26 22:42:14+00:00,2027-06-26 23:59:59+00:00,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
http://allegrolokalnie.oferta278429.click,oferta278429.click,1,2026-07-23 21:52:40,PhishTank,recent_submission,0,,,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",[Errno 61] Connection refused
https://autenticarusuario.com/,autenticarusuario.com,1,2026-07-24 21:17:52,PhishTank,recent_submission,1,2026-07-22 14:30:25+00:00,2027-07-22 14:30:25+00:00,,2,0,2,1,1,2026-07-22 13:35:30+00:00,13.0,,
https://bradesco.gestaoempresanet.site/,gestaoempresanet.site,1,2026-07-24 21:14:27,PhishTank,recent_submission,1,2026-07-22 14:21:45.094000+00:00,2027-07-22 14:21:45.094000+00:00,,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://sura-seguros.top/sura/soat/seguro-obligatorio/,sura-seguros.top,1,2026-07-16 20:44:17,PhishTank,recent_submission,1,2026-07-14 04:43:27+00:00,2027-07-14 04:43:27+00:00,CO,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://fusamton.com/?utm_source=alexis-newsletter-26049a.beehiiv.com&amp;utm_medium=newsletter&amp;utm_campaign=bienvenue-chez-nous,fusamton.com,1,2026-07-19 21:54:20,PhishTank,recent_submission,1,2025-08-13 09:43:24+00:00,2026-08-13 09:43:24+00:00,FR,1,1,2,1,1,2026-07-19 19:36:33+00:00,15.0,,
https://aktivasiii-pemulihan-bima-mobile.edgeone.dev/login.html,edgeone.dev,1,2026-07-07 10:07:15,PhishTank,recent_submission,0,,,,0,0,2,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
http://allegro-lokalnie.pl-89384051.click,pl-89384051.click,1,2026-07-12 01:54:40,PhishTank,recent_submission,1,2026-07-11 21:40:23.860000+00:00,2027-07-11 21:40:23.860000+00:00,US,0,0,0,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://msocdn.com,msocdn.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,2013-06-17 20:29:33+00:00,2027-06-17 20:29:33+00:00,US,0,0,4,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://50.in-addr.arpa,50.in-addr.arpa,0,2026-08-04 00:00:00,Tranco,legitimate,0,,,,0,0,6,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://lesbian8.com,lesbian8.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,2016-03-29 08:34:53+00:00,2027-03-29 08:34:53+00:00,Statutory Masking for data privacy,2,0,2,1,1,2026-06-24 06:01:59+00:00,41.0,,
https://top.gg,top.gg,0,2026-08-04 00:00:00,Tranco,legitimate,1,2018-09-18 05:00:17.605000+00:00,,,2,1,2,1,1,2026-07-28 16:28:13+00:00,6.0,,
https://blue.net,blue.net,0,2026-08-04 00:00:00,Tranco,legitimate,1,1995-08-25 04:00:00+00:00,2028-08-24 04:00:00+00:00,US,1,1,3,1,1,2026-07-01 14:57:23+00:00,34.0,,
https://fromsoftware-game.net,fromsoftware-game.net,0,2026-08-04 00:00:00,Tranco,legitimate,1,2014-11-19 08:51:13+00:00,2026-11-19 08:51:13+00:00,JP,3,0,4,1,1,2025-11-30 00:00:00+00:00,247.0,,
https://la-la-land.top,la-la-land.top,0,2026-08-04 00:00:00,Tranco,legitimate,1,2025-06-04 10:28:08+00:00,2027-06-04 10:28:08+00:00,US,0,1,2,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://krebsonsecurity.com,krebsonsecurity.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,2009-11-23 15:16:26+00:00,2026-11-23 15:16:26+00:00,CA,1,0,4,1,1,2026-06-21 02:45:27+00:00,44.0,,
https://uncw.edu,uncw.edu,0,2026-08-04 00:00:00,Tranco,legitimate,0,,,,1,1,2,1,1,2025-08-25 00:00:00+00:00,344.0,,[Errno 61] Connection refused
https://icims.tools,icims.tools,0,2026-08-04 00:00:00,Tranco,legitimate,0,,,,3,0,4,1,1,2026-07-30 23:17:21+00:00,4.0,,Whois command returned no output
https://apkcombo.com,apkcombo.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,2018-11-04 10:43:31+00:00,2026-11-04 10:43:31+00:00,VN,1,0,0,1,0,,,[SSL] unknown error (0xa0003e8) (_ssl.c:1082),
https://jeep.com,jeep.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,1995-08-21 04:00:00+00:00,2026-08-20 04:00:00+00:00,,2,1,6,1,1,2026-07-09 14:11:47+00:00,26.0,,
https://lfyanwei.com,lfyanwei.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,2019-01-18 02:54:26+00:00,2027-01-18 02:54:26+00:00,US,0,0,9,0,0,,,"[Errno 8] nodename nor servname provided, or not known",
https://weatherbug.com,weatherbug.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,1999-09-20 16:32:56+00:00,2026-09-20 16:32:56+00:00,US,4,1,4,1,1,2026-06-27 00:00:00+00:00,38.0,,
https://essilor.com,essilor.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,1996-01-16 05:00:00+00:00,2027-01-17 05:00:00+00:00,FR,1,1,2,1,1,2026-02-06 00:00:00+00:00,179.0,,
https://iddaa.com,iddaa.com,0,2026-08-04 00:00:00,Tranco,legitimate,1,2004-01-06 18:46:28+00:00,2030-01-06 18:46:28+00:00,US,1,1,4,1,1,2025-11-24 11:17:12+00:00,253.0,,
